title1_4,title2_4,title3_4,title4_4,deviceId,channelId,timestamp,cfd_y1,cfd_y2,heigth,baseline,qLong,qShort,psdValue,eventCounter,eventCounterPSD,decimationFactor,postfix1,postfix2,postfix3,postfix4
171,87,70,65,889192462,0,3662533395840,13,-1,311,-38,1517,1291,4881,7712,0,0,87,70,80,187
171,87,70,65,889192462,0,3662537233216,7,-1,240,-38,1196,1019,4849,7714,0,0,87,70,80,187
171,87,70,65,889192462,0,3662567997872,7,-1,220,-38,1043,921,3832,7716,0,0,87,70,80,187
171,87,70,65,889192462,0,3662579935104,7,-1,134,-38,719,659,2734,7718,0,0,87,70,80,187
171,87,70,65,889192462,0,3662587509008,7,-1,522,-38,2388,2044,4720,7720,0,0,87,70,80,187
171,87,70,65,889192462,0,3662604250656,7,-1,640,-38,2842,2279,6491,7722,0,0,87,70,80,187
171,87,70,65,889192462,0,3662608633112,10,-2,617,-38,2614,2159,5703,7724,0,0,87,70,80,187
171,87,70,65,889192462,0,3662621272776,10,-2,1014,-38,4399,3462,6979,7726,0,0,87,70,80,187
171,87,70,65,889192462,0,3662633003424,12,-1,1367,-38,6155,5067,5792,7728,0,0,87,70,80,187
171,87,70,65,889192462,0,3662645175032,12,-1,568,-38,2560,2194,4684,7730,0,0,87,70,80,187
171,87,70,65,889192462,0,3662650370792,12,-1,140,-38,720,649,3231,7732,0,0,87,70,80,187
171,87,70,65,889192462,0,3662666749328,9,-2,1473,-38,6530,4965,7853,7734,0,0,87,70,80,187
171,87,70,65,889192462,0,3662674246968,7,-1,377,-38,1803,1555,4507,7736,0,0,87,70,80,187
171,87,70,65,889192462,0,3662689667312,14,-2,198,-38,1055,849,6398,7738,0,0,87,70,80,187
171,87,70,65,889192462,0,3662692737496,12,-5,593,-38,2606,2210,4979,7740,0,0,87,70,80,187
171,87,70,65,889192462,0,3662697334872,23,-4,1582,-38,6853,5440,6756,7742,0,0,87,70,80,187
171,87,70,65,889192462,0,3662714164240,0,-64,377,-38,1830,1545,5103,7744,0,0,87,70,80,187
171,87,70,65,889192462,0,3662715794888,6,-43,105,-38,612,550,3319,7746,0,0,87,70,80,187
171,87,70,65,889192462,0,3662725250352,6,-43,599,-38,2707,2235,5713,7748,0,0,87,70,80,187
171,87,70,65,889192462,0,3662727921744,6,-43,316,-40,1532,1286,5261,7750,0,0,87,70,80,187
171,87,70,65,889192462,0,3662735768896,6,-43,576,-40,2760,2275,5757,7752,0,0,87,70,80,187
171,87,70,65,889192462,0,3662740659952,8,-3,2145,-40,9383,7394,6945,7754,0,0,87,70,80,187
171,87,70,65,889192462,0,3662748180096,17,-1,963,-40,4314,3488,6273,7756,0,0,87,70,80,187
171,87,70,65,889192462,0,3662750025496,17,-1,141,-40,887,749,5097,7758,0,0,87,70,80,187
171,87,70,65,889192462,0,3662757182576,17,-1,285,-40,1416,1247,3910,7760,0,0,87,70,80,187
171,87,70,65,889192462,0,3662763937952,17,-1,875,-40,4154,3431,5703,7762,0,0,87,70,80,187
171,87,70,65,889192462,0,3662787286232,0,-1,121,-40,768,633,5759,7764,0,0,87,70,80,187
171,87,70,65,889192462,0,3662802942232,0,-1,295,-40,1555,1236,6721,7766,0,0,87,70,80,187
171,87,70,65,889192462,0,3662807609552,12,-1,661,-40,2955,2542,4579,7768,0,0,87,70,80,187
171,87,70,65,889192462,0,3662813150560,12,-1,173,-40,1019,832,6013,7770,0,0,87,70,80,187
171,87,70,65,889192462,0,3662833476728,16,-2,1306,-39,5768,4609,6584,7772,0,0,87,70,80,187
171,87,70,65,889192462,0,3662838563856,8,-1,1460,-39,6428,5159,6468,7774,0,0,87,70,80,187
171,87,70,65,889192462,0,3662845626128,4,-137,881,-39,3937,3336,5002,7776,0,0,87,70,80,187
171,87,70,65,889192462,0,3662865947792,4,-137,381,-39,1891,1517,6480,7778,0,0,87,70,80,187
171,87,70,65,889192462,0,3662870504952,4,-137,184,-39,1027,863,5232,7780,0,0,87,70,80,187
171,87,70,65,889192462,0,3662878812952,4,-137,240,-39,1140,980,4598,7782,0,0,87,70,80,187
171,87,70,65,889192462,0,3662883507592,9,-1,605,-39,2813,2352,5369,7784,0,0,87,70,80,187
171,87,70,65,889192462,0,3662890382952,6,-52,544,-39,2516,2027,6368,7786,0,0,87,70,80,187
171,87,70,65,889192462,0,3662896986408,6,-52,241,-39,1247,1037,5518,7788,0,0,87,70,80,187
171,87,70,65,889192462,0,3662900549768,6,-52,295,-39,1504,1242,5708,7790,0,0,87,70,80,187
171,87,70,65,889192462,0,3662908755888,4,-4,1005,-39,4454,3540,6724,7792,0,0,87,70,80,187
171,87,70,65,889192462,0,3662928858056,3,-15,238,-39,1156,1019,3883,7794,0,0,87,70,80,187
171,87,70,65,889192462,0,3662932443792,3,-15,484,-39,2267,1940,4726,7796,0,0,87,70,80,187
171,87,70,65,889192462,0,3662941201760,3,-15,175,-39,1034,886,4690,7798,0,0,87,70,80,187
171,87,70,65,889192462,0,3662954973048,3,-15,108,-39,663,599,3163,7800,0,0,87,70,80,187
171,87,70,65,889192462,0,3662961078320,3,-15,191,-39,999,830,5543,7802,0,0,87,70,80,187
171,87,70,65,889192462,0,3662966768128,4,-2,954,-39,4372,3655,5373,7804,0,0,87,70,80,187
171,87,70,65,889192462,0,3662972285480,4,-2,375,-39,1890,1543,6015,7806,0,0,87,70,80,187
171,87,70,65,889192462,0,3662995008040,4,-2,557,-39,2717,2245,5692,7808,0,0,87,70,80,187
171,87,70,65,889192462,0,3663012158168,4,-2,463,-39,2085,1841,3834,7810,0,0,87,70,80,187
171,87,70,65,889192462,0,3663017488480,14,-2,2057,-39,9049,6927,7683,7812,0,0,87,70,80,187
171,87,70,65,889192462,0,3663023006264,7,-1,1322,-39,5820,4507,7392,7814,0,0,87,70,80,187
171,87,70,65,889192462,0,3663031524744,13,-1,1491,-39,6555,5328,6133,7816,0,0,87,70,80,187
171,87,70,65,889192462,0,3663039953936,13,-1,421,-39,1969,1587,6357,7818,0,0,87,70,80,187
171,87,70,65,889192462,0,3663058045952,13,-1,600,-39,2818,2313,5872,7820,0,0,87,70,80,187
171,87,70,65,889192462,0,3663077697832,6,-1,1045,-39,4797,4022,5293,7822,0,0,87,70,80,187
171,87,70,65,889192462,0,3663093968336,6,-1,563,-39,2549,2168,4897,7824,0,0,87,70,80,187
171,87,70,65,889192462,0,3663108110576,6,-1,467,-39,2180,1777,6057,7826,0,0,87,70,80,187
171,87,70,65,889192462,0,3663114408408,6,-1,153,-39,853,765,3380,7828,0,0,87,70,80,187
171,87,70,65,889192462,0,3663121292656,6,-1,607,-39,2798,2221,6757,7830,0,0,87,70,80,187
171,87,70,65,889192462,0,3663131895248,10,-23,492,-39,2290,1943,4965,7832,0,0,87,70,80,187
171,87,70,65,889192462,0,3663143726448,10,-23,1280,-39,5625,4554,6238,7834,0,0,87,70,80,187
171,87,70,65,889192462,0,3663151582920,4,-41,199,-39,1114,928,5470,7836,0,0,87,70,80,187
171,87,70,65,889192462,0,3663157533688,4,-41,195,-39,1005,847,5151,7838,0,0,87,70,80,187
171,87,70,65,889192462,0,3663163262688,4,-41,168,-39,901,751,5455,7840,0,0,87,70,80,187
171,87,70,65,889192462,0,3663174641224,11,-67,1149,-39,5400,4471,5637,7842,0,0,87,70,80,187
171,87,70,65,889192462,0,3663179211328,11,-67,247,-39,1335,1077,6332,7844,0,0,87,70,80,187
171,87,70,65,889192462,0,3663182830240,11,-67,132,-40,819,667,6081,7846,0,0,87,70,80,187
171,87,70,65,889192462,0,3663193724168,6,-44,161,-40,906,801,3797,7848,0,0,87,70,80,187
171,87,70,65,889192462,0,3663198518000,10,-1,637,-40,3111,2509,6340,7850,0,0,87,70,80,187
171,87,70,65,889192462,0,3663204013344,10,-1,580,-40,2813,2309,5870,7852,0,0,87,70,80,187
171,87,70,65,889192462,0,3663218252632,4,-6,273,-40,1372,1152,5254,7854,0,0,87,70,80,187
171,87,70,65,889192462,0,3663222287992,4,-6,615,-40,2851,2388,5321,7856,0,0,87,70,80,187
171,87,70,65,889192462,0,3663228796648,5,-1,1275,-40,5526,4332,7079,7858,0,0,87,70,80,187
171,87,70,65,889192462,0,3663231980080,10,-16,144,-40,879,713,6188,7860,0,0,87,70,80,187
171,87,70,65,889192462,0,3663249543264,12,-1,772,-40,3675,2973,6259,7862,0,0,87,70,80,187
171,87,70,65,889192462,0,3663254673600,16,-4,631,-40,2887,2468,4755,7864,0,0,87,70,80,187
171,87,70,65,889192462,0,3663259512648,16,-4,266,-40,1346,1120,5501,7866,0,0,87,70,80,187
171,87,70,65,889192462,0,3663261407216,15,-1,1586,-40,6774,5498,6172,7868,0,0,87,70,80,187
171,87,70,65,889192462,0,3663263902888,0,-41,146,-40,898,719,6531,7870,0,0,87,70,80,187
171,87,70,65,889192462,0,3663266223376,0,-41,562,-40,2696,2160,6514,7872,0,0,87,70,80,187
171,87,70,65,889192462,0,3663276271360,6,-1,596,-40,2820,2262,6483,7874,0,0,87,70,80,187
171,87,70,65,889192462,0,3663284010416,6,-1,236,-40,1293,1111,4612,7876,0,0,87,70,80,187
171,87,70,65,889192462,0,3663300750096,6,-1,109,-40,718,592,5750,7878,0,0,87,70,80,187
171,87,70,65,889192462,0,3663303658936,6,-1,1386,-40,6298,4686,8386,7880,0,0,87,70,80,187
171,87,70,65,889192462,0,3663308219776,1,-42,247,-40,1300,1067,5872,7882,0,0,87,70,80,187
